dataset_name,source_site,topic,place_name,osm_type,osm_id,name,access,operator,surface,playground_type,lat,lon,tag_count,tags_json
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,3707840068,,yes,,,springy,51.5787462,-0.3370584,6,"{""access"": ""yes"", ""fee"": ""no"", ""leisure"": ""playground"", ""playground"": ""springy"", ""source"": ""survey"", ""survey:date"": ""2015-08-17""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,3717358335,,,,,,51.5635818,-0.1198801,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,3720513795,,private,,,,51.5813468,-0.1464929,2,"{""access"": ""private"", ""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,3736633231,,,,,,51.5357511,-0.1934252,2,"{""check_date"": ""2019-11-17"", ""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,3762435001,,,,,,51.4846779,-0.3343016,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,3811569428,,,,,,51.5661134,-0.0924182,2,"{""leisure"": ""playground"", ""source"": ""gps+mapnoter""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,3814578486,,,,,,51.5854638,-0.0377561,2,"{""leisure"": ""playground"", ""source"": ""survey""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,3974508542,,yes,,,,51.5511187,-0.099282,3,"{""access"": ""yes"", ""leisure"": ""playground"", ""source"": ""gps+mapnoter""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,4068378388,,,,,,51.4312736,0.0467617,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,4068510492,,,,,,51.4581235,0.1415133,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,4104233607,,,,,,51.5764003,-0.0283771,2,"{""leisure"": ""playground"", ""source"": ""survey""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,4205128675,,,,,,51.5459738,-0.4848404,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,4213421892,,,,,,51.3403577,-0.3211962,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,4265487845,,,,,,51.5700801,0.1048226,2,"{""leisure"": ""playground"", ""source"": ""bing""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,4314539930,,,,,,51.4709868,-0.3280074,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,4345162206,,,,,,51.5635,-0.1112886,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,4346552099,,,,,,51.6297527,-0.0492239,2,"{""leisure"": ""playground"", ""source"": ""gps+mapnoter""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,4351817999,,,,,,51.5631405,-0.1138544,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,4362046674,,,,,,51.5565115,-0.0784835,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,4393353470,,,,,,51.5606377,0.1630354,2,"{""leisure"": ""playground"", ""source"": ""gps+mapnoter""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,4404063174,,,,,,51.540966,0.0724843,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,4413395556,,,,,,51.5720709,-0.014029,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,4441374317,,,,,,51.5054167,-0.0564988,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,4455767286,,customers,,,,51.5546483,-0.1346248,3,"{""access"": ""customers"", ""leisure"": ""playground"", ""source"": ""gps+mapnoter""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,4467731972,,,,,,51.6632131,-0.0621005,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,4467731973,,,,,,51.663427,-0.0619664,1,"{""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,4478049868,,,,,,51.526504,-0.0135273,2,"{""description"": ""play area of over fives"", ""leisure"": ""playground""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,4526674091,South Norwood Recreation Ground,yes,,,,51.39532,-0.0783436,5,"{""access"": ""yes"", ""leisure"": ""playground"", ""name"": ""South Norwood Recreation Ground"", ""toilets:wheelchair"": ""no"", ""wheelchair"": ""yes""}"
london_playgrounds_osm,Overpass API / OpenStreetMap,mapped playground locations across Greater London,London,node,4561916629,,,,,,51.5916929,-0.0006216,1,"{""leisure"": ""playground""}"
